country,year,temperature,humidity,precipitation,wind_speed,wetbulb_temperature,WUE_FixedApproachDirect(L/KWh),WUE_FixedColdWaterDirect(L/KWh),WUE_Indirect(L/KWh),Leakages (%),Total energy - TWh,Total renewables - TWh,Total fossil fuels - TWh,Coal consumption - TWh,Gas consumption - TWh,Oil consumption - TWh,Low carbon - TWh,Other - TWh,climate_region
Sierra Leone,2022,24.669056503198295,82.68043710021323,0.46331734186211804,4.62956645344705,71.88397009353699,1.686452418748113,1.45491181313974,5.255879252631578,0.3972,3414.834039065702,3244.092337112417,170.74170195328506,0.0,0.0,0.0,3244.092337112417,0.0,Desert
Sierra Leone,2023,26.287122844827586,76.75851806239737,0.4612081793924466,5.863374897372742,72.73341381521459,1.6896172289285871,1.474943485788551,5.255879252631578,0.3972,3414.834039065702,3244.092337112417,170.74170195328506,0.0,0.0,0.0,3244.092337112417,0.0,Desert
Somalia,2022,26.296372305140963,65.68185116086235,0.02958696102819237,17.059385364842456,70.28313240888431,1.6772004474565956,1.4260248829774027,2.84125,0.3972,3784.774393297819,398.3973045576652,3386.3770887401542,0.0,0.0,0.0,398.3973045576652,0.0,Steppe
Somalia,2023,27.150086805555556,64.51466714559388,0.06396521791187738,19.678280651340994,71.23196148348838,1.6805391154877607,1.4489298774594637,2.84125,0.3972,3784.774393297819,398.3973045576652,3386.3770887401542,0.0,0.0,0.0,398.3973045576652,0.0,Steppe
South Africa,2022,19.918911691542288,56.79735696517413,0.08496050995024876,12.921657338308458,56.935516700689554,1.5817488923213343,1.2345350827481847,1.850851472388669,0.222,2056666.0826909605,170021.89908899795,1758753.50385424,8221263.485459009,374049.5812018222,2586018.615977576,258494.2186405045,39418.360196215865,Mediterranean
South Africa,2023,18.041008771929825,57.86021767381416,0.08627631578947369,12.069938271604938,54.56715954552456,1.55245481525833,1.233875992200378,1.850851472388669,0.222,2056666.0826909605,170021.89908899795,1758753.50385424,8221263.485459009,374049.5812018222,2586018.615977576,258494.2186405045,39418.360196215865,Mediterranean
South Africa,2024,19.350251141552512,58.56438356164384,0.07404680365296804,12.652671232876711,57.04774604648513,1.579161095237362,1.2452862965715548,1.850851472388669,0.222,2056666.0826909605,170021.89908899795,1758753.50385424,8221263.485459009,374049.5812018222,2586018.615977576,258494.2186405045,39418.360196215865,Mediterranean
South Sudan,2022,26.71142205638474,60.87764303482587,0.11757773631840797,6.498916873963516,68.79718334689534,1.6706329925648442,1.3937633664246816,3.788,0.3972,12350.316441287623,398.3973045576652,11951.91913672995,0.0,0.0,0.0,398.3973045576652,0.0,Savana
South Sudan,2023,29.49562080938697,47.10392720306513,0.09491020114942529,8.010030531609194,68.18980623741062,1.6656422079669313,1.3867949779640696,3.788,0.3972,12350.316441287623,398.3973045576652,11951.91913672995,0.0,0.0,0.0,398.3973045576652,0.0,Savana
Sudan,2022,29.391361940298506,40.173072139303486,0.021129975124378107,16.506492537313434,66.98768396387068,1.6540045216649604,1.3777482085223205,5.331814230019813,0.3972,449153.1211583116,266527.796749078,160394.754814916,0.0,0.0,0.0,266527.796749078,0.0,Steppe
Sudan,2023,30.5115625,31.92482040229885,0.01618175287356322,17.492395833333333,64.6067678735392,1.636049867105651,1.3460934131177755,5.331814230019813,0.3972,449153.1211583116,266527.796749078,160394.754814916,0.0,0.0,0.0,266527.796749078,0.0,Steppe
Tanzania,2022,22.8175684079602,62.0946828358209,0.12220512023217248,10.620978441127695,63.423312298968426,1.6383859494102992,1.299998247211098,2.663555122284844,0.216,182665.1641396896,58564.40376997677,121112.78058553024,0.0,120714.38328097254,0.0,58564.40376997677,0.0,Savana
Tanzania,2023,21.784216355363984,71.72907686781609,0.18204022988505747,9.099458213601533,64.23112003620233,1.6429675240593837,1.3148099231636106,2.663555122284844,0.216,182665.1641396896,58564.40376997677,121112.78058553024,0.0,120714.38328097254,0.0,58564.40376997677,0.0,Savana
Togo,2022,26.46738702321725,64.49642412935323,0.17744299336650082,9.269651741293533,69.57905358726333,1.6704895952616186,1.4204423113619151,2.3619364148148145,0.3972,33465.37358284386,4382.370350134317,13147.11105040295,0.0,11752.720484451123,0.0,4382.370350134317,0.0,Savana
Togo,2023,27.97197976532567,63.05696240421456,0.22541786398467434,10.783360272988507,71.47045465621441,1.6794637411107671,1.459849226195772,2.3619364148148145,0.3972,33465.37358284386,4382.370350134317,13147.11105040295,0.0,11752.720484451123,0.0,4382.370350134317,0.0,Savana
Tunisia,2022,22.368840174129353,52.53143656716418,0.017136194029850747,13.471797263681593,60.43258731208177,1.606384921606621,1.2857089895373002,1.4265023278696267,0.3972,208216.53819201115,5693.763139453401,180010.511562719,0.0,179747.72249474426,0.0,5693.763139453401,0.0,Savana
Tunisia,2023,20.88835607537362,52.73010071474984,0.03466861598440545,15.581427875243664,57.61532265089287,1.5779413807554006,1.2676610581491408,1.4265023278696267,0.3972,208216.53819201115,5693.763139453401,180010.511562719,0.0,179747.72249474426,0.0,5693.763139453401,0.0,Savana
Tunisia,2024,20.370913242009134,55.71792237442922,0.025549086757990867,15.800159817351597,57.86102701808067,1.586967362596883,1.2515875988897014,1.4265023278696267,0.3972,208216.53819201115,5693.763139453401,180010.511562719,0.0,179747.72249474426,0.0,5693.763139453401,0.0,Savana
Uganda,2022,21.374787520729686,74.51015754560531,0.21598621475953567,6.413593490878939,64.3672164555767,1.6488778842223213,1.3034509731650235,5.296653675904167,0.18,107368.07357829076,106172.88166461776,1195.191913672995,0.0,0.0,0.0,106172.88166461776,0.0,Savana
Uganda,2023,22.517516762452107,67.28493175287356,0.240362188697318,7.485054477969349,64.26678671648261,1.6475131217219259,1.3037534514004547,5.296653675904167,0.18,107368.07357829076,106172.88166461776,1195.191913672995,0.0,0.0,0.0,106172.88166461776,0.0,Savana
Zambia,2022,24.277497927031508,44.8463412106136,0.12281612769485904,10.569516998341625,60.19383294322176,1.614963352995759,1.2545510961250368,4.955350501734786,0.47,387839.775986887,344812.8670946592,43026.908892227824,43026.908892227824,0.0,0.0,344812.8670946592,0.0,Savana
Zambia,2023,20.15688457854406,63.43941570881226,0.15421336206896552,8.399167863984674,59.275850419714345,1.6022352541589602,1.2579992001726827,4.955350501734786,0.47,387839.775986887,344812.8670946592,43026.908892227824,43026.908892227824,0.0,0.0,344812.8670946592,0.0,Savana
Zimbabwe,2022,21.926243781094527,48.95434286898839,0.09183924129353234,11.697942578772803,57.9152482768229,1.5943455582288855,1.233517812810212,4.231152573917521,0.252,212943.35928607208,119718.39001957836,58166.00646541911,58166.00646541911,0.0,0.0,119718.39001957836,0.0,Savana
Zimbabwe,2023,18.910500478927204,58.16038074712644,0.08058818247126437,9.909189415708813,55.8990064350746,1.571529685245778,1.2272329185807005,4.231152573917521,0.252,212943.35928607208,119718.39001957836,58166.00646541911,58166.00646541911,0.0,0.0,119718.39001957836,0.0,Savana
