country,year,month,temperature,humidity,precipitation,wind_speed,wetbulb_temperature,WUE_FixedApproachDirect(L/KWh),WUE_FixedColdWaterDirect(L/KWh),WUE_Indirect(L/KWh),Leakages (%),Total energy - TWh,Total renewables - TWh,Total fossil fuels - TWh,Coal consumption - TWh,Gas consumption - TWh,Oil consumption - TWh,Low carbon - TWh,Other - TWh,climate_region
Benin,2023,4,28.93416666666667,67.68726851851852,0.21965277777777778,11.763842592592594,74.98287613150018,1.697268386048742,1.529958139446548,1.462263736263736,0.3972,156617948.36770928,1721076.3556891137,95519737.74074583,0.0,76587897.82816552,0.0,1721076.3556891137,0.0,Savana
Benin,2023,5,28.497491039426524,72.52755376344086,0.23522625448028672,11.34005376344086,75.79458694015392,1.6997214125712858,1.5506400626572248,1.462263736263736,0.3972,161838546.64663294,1778445.5675454175,98703728.99877068,0.0,79140827.75577104,0.0,1778445.5675454175,0.0,Savana
Benin,2023,6,25.777037037037037,82.04930555555555,0.48140046296296296,10.86701388888889,73.87233686884879,1.6949639934462457,1.4988266247041424,1.462263736263736,0.3972,156617948.36770928,1721076.3556891137,95519737.74074583,0.0,76587897.82816552,0.0,1721076.3556891137,0.0,Savana
Benin,2023,7,25.274820788530466,84.875,0.38890905017921146,10.946572580645162,73.75703162983959,1.6948225218870439,1.495330637404336,1.462263736263736,0.3972,161838546.64663294,1778445.5675454175,98703728.99877068,0.0,79140827.75577104,0.0,1778445.5675454175,0.0,Savana
Benin,2023,8,24.423645833333335,86.02118055555556,0.41930555555555554,11.426458333333333,72.57576710501712,1.6910406681502186,1.4658043455971987,1.462263736263736,0.3972,104411965.57847287,1147384.237126076,63679825.16049722,0.0,51058598.552110344,0.0,1147384.237126076,0.0,Savana
Botswana,2022,8,19.009375,32.348958333333336,0.0,14.894560185185185,49.46858662692258,1.504628726589118,1.191372714075969,2.015035573122529,0.55,147668351.31812587,344215.2711378226,90184401.03810953,86742248.32673132,0.0,0.0,344215.2711378226,0.0,Savana
Botswana,2022,9,23.289699074074075,28.632638888888888,0.000925925925925926,15.233888888888888,53.85497528392753,1.5547956883365268,1.2036155705613052,2.015035573122529,0.55,369170878.29531467,860538.1778445565,225461002.59527382,216855620.8168283,0.0,0.0,860538.1778445565,0.0,Savana
Botswana,2022,10,27.138485663082438,30.552195340501793,0.02649641577060932,16.16518817204301,59.70905965713202,1.6123783224318757,1.2452191637387044,2.015035573122529,0.55,381476574.23849183,889222.7837727084,232976369.34844962,224084141.51072258,0.0,0.0,889222.7837727084,0.0,Savana
Botswana,2022,11,24.710162037037037,51.373842592592595,0.12290046296296295,13.894907407407407,63.05173645144162,1.6391314817162457,1.2854929860664033,2.015035573122529,0.55,369170878.29531467,860538.1778445565,225461002.59527382,216855620.8168283,0.0,0.0,860538.1778445565,0.0,Savana
Botswana,2022,12,25.919041218637993,46.608198924731184,0.1054144265232975,13.41046146953405,63.64157033668281,1.643213792175717,1.294320870580932,2.015035573122529,0.55,381476574.23849183,889222.7837727084,232976369.34844962,224084141.51072258,0.0,0.0,889222.7837727084,0.0,Savana
Botswana,2023,1,25.90486111111111,46.584901433691755,0.06252688172043011,13.735685483870967,63.66110346170521,1.6438389888181228,1.2932920633544553,2.015035573122529,0.55,381476574.23849183,889222.7837727084,232976369.34844962,224084141.51072258,0.0,0.0,889222.7837727084,0.0,Savana
Botswana,2023,2,23.670734126984126,62.954861111111114,0.2346031746031746,10.684126984126985,65.01684575802551,1.6525836802670468,1.3153047852976807,2.015035573122529,0.55,344559486.4089604,803168.9659882528,210430269.08892223,202398579.42903975,0.0,0.0,803168.9659882528,0.0,Savana
Botswana,2023,3,24.877979390681006,50.19668458781362,0.10662634408602151,13.216957885304659,63.156447506618,1.6392996415430492,1.2885607608099574,2.015035573122529,0.55,381476574.23849183,889222.7837727084,232976369.34844962,224084141.51072258,0.0,0.0,889222.7837727084,0.0,Savana
Botswana,2023,4,23.428171296296295,37.27939814814815,0.015266203703703704,11.405324074074073,57.33152801196534,1.5906602543317732,1.2238251037731516,2.015035573122529,0.55,369170878.29531467,860538.1778445565,225461002.59527382,216855620.8168283,0.0,0.0,860538.1778445565,0.0,Savana
Botswana,2023,5,20.741689068100357,39.37410394265233,0.03229166666666667,11.517629928315412,54.0142595312542,1.5571461650674288,1.2026345352352095,2.015035573122529,0.55,381476574.23849183,889222.7837727084,232976369.34844962,224084141.51072258,0.0,0.0,889222.7837727084,0.0,Savana
Botswana,2023,6,17.69821759259259,30.292824074074073,0.0006481481481481481,10.93763888888889,47.40077860682084,1.4780087719467028,1.1936103544161303,2.015035573122529,0.55,369170878.29531467,860538.1778445565,225461002.59527382,216855620.8168283,0.0,0.0,860538.1778445565,0.0,Savana
Botswana,2023,7,15.39668458781362,40.2831541218638,0.002195340501792115,13.566890681003583,46.5545333282419,1.4669790695884983,1.194891579512119,2.015035573122529,0.55,381476574.23849183,889222.7837727084,232976369.34844962,224084141.51072258,0.0,0.0,889222.7837727084,0.0,Savana
Botswana,2023,8,17.88201388888889,34.62569444444444,0.0002777777777777778,13.26982638888889,48.4948386132555,1.4935576641950354,1.188477860016121,2.015035573122529,0.55,246113918.86354312,573692.1185630377,150307335.06351587,144570413.87788555,0.0,0.0,573692.1185630377,0.0,Savana
Burkina Faso,2022,8,24.960300925925928,80.35243055555556,0.4737326388888889,11.133969907407407,72.00715709004169,1.6887803009375875,1.4527778381137442,4.562714049999999,0.25,79857942.90397483,8261166.507307742,18243409.370304603,0.0,0.0,0.0,8261166.507307742,0.0,Savana
Burkina Faso,2022,9,25.84451388888889,78.19236111111111,0.2966944444444444,9.395092592592594,72.91405182064756,1.69164995995867,1.4755372300503908,4.562714049999999,0.25,199644857.25993708,20652916.268269353,45608523.42576151,0.0,0.0,0.0,20652916.268269353,0.0,Savana
Burkina Faso,2022,10,28.671102150537635,51.04995519713262,0.04910618279569893,9.16621863799283,69.2161202710542,1.671996316248338,1.4041753578174485,4.562714049999999,0.25,206299685.83526832,21341346.810545,47128807.53995356,0.0,0.0,0.0,21341346.810545,0.0,Savana
Burkina Faso,2022,11,28.194606481481483,19.11828703703704,0.0045138888888888885,11.27898148148148,57.351326327521235,1.5894915782690742,1.2276418583619015,4.562714049999999,0.25,199644857.25993708,20652916.268269353,45608523.42576151,0.0,0.0,0.0,20652916.268269353,0.0,Savana
Burkina Faso,2022,12,26.786088709677422,17.122535842293907,0.0024865591397849464,13.657818100358423,54.751990674101364,1.5646606611081073,1.2071819626464626,4.562714049999999,0.25,206299685.83526832,21341346.810545,47128807.53995356,0.0,0.0,0.0,21341346.810545,0.0,Savana
Burkina Faso,2023,1,26.927352150537633,14.27016129032258,0.0,12.683870967741937,53.63513883297371,1.553389576550531,1.2000141894208836,4.562714049999999,0.25,206299685.83526832,21341346.810545,47128807.53995356,0.0,0.0,0.0,21341346.810545,0.0,Savana
Burkina Faso,2023,2,29.850545634920632,12.69766865079365,0.0003695436507936508,13.353521825396825,55.97047916630117,1.576289001119726,1.216804286079988,4.562714049999999,0.25,186335200.1092746,19276055.183718063,42567955.19737741,0.0,0.0,0.0,19276055.183718063,0.0,Savana
Burkina Faso,2023,3,32.76771953405018,21.756048387096776,0.016971326164874553,11.492831541218639,63.049477031940775,1.6321003481128034,1.3043743677305784,4.562714049999999,0.25,206299685.83526832,21341346.810545,47128807.53995356,0.0,0.0,0.0,21341346.810545,0.0,Savana
Burkina Faso,2023,4,33.34377314814815,27.050231481481482,0.01113425925925926,11.594652777777778,66.44932800545217,1.6552496834038684,1.3562874523344313,4.562714049999999,0.25,199644857.25993708,20652916.268269353,45608523.42576151,0.0,0.0,0.0,20652916.268269353,0.0,Savana
Burkina Faso,2023,5,33.02777777777778,40.888440860215056,0.059453405017921145,13.00725806451613,72.3503406969419,1.6889342536609302,1.4639031462721106,4.562714049999999,0.25,206299685.83526832,21341346.810545,47128807.53995356,0.0,0.0,0.0,21341346.810545,0.0,Savana
Burkina Faso,2023,6,30.23048611111111,55.54212962962963,0.19464120370370372,13.409791666666667,73.38001188505618,1.6933452906932842,1.4866353323520765,4.562714049999999,0.25,199644857.25993708,20652916.268269353,45608523.42576151,0.0,0.0,0.0,20652916.268269353,0.0,Savana
Burkina Faso,2023,7,28.492316308243726,63.40076164874552,0.20717517921146955,11.539023297491038,73.14218361327237,1.6925808258180168,1.4806989218009283,4.562714049999999,0.25,206299685.83526832,21341346.810545,47128807.53995356,0.0,0.0,0.0,21341346.810545,0.0,Savana
Burkina Faso,2023,8,26.155034722222222,77.32743055555555,0.6708680555555555,11.601597222222221,73.18174468858571,1.6930711267860705,1.48070730989776,4.562714049999999,0.25,133096571.50662471,13768610.845512902,30405682.283841006,0.0,0.0,0.0,13768610.845512902,0.0,Savana
Burundi,2022,8,21.40474537037037,50.067708333333336,0.07829861111111112,6.936574074074074,58.36718235053319,1.601510230226974,1.2293978047925374,5.270061660645188,0.42,15833902.472339846,8261166.507307742,4130583.253653871,0.0,0.0,0.0,8261166.507307742,0.0,Savana
Burundi,2022,9,21.484699074074072,55.60300925925926,0.04863425925925926,6.4477777777777785,59.847198849349915,1.614350818795567,1.2445461853640716,5.270061660645188,0.42,39584756.18084962,20652916.268269353,10326458.134134676,0.0,0.0,0.0,20652916.268269353,0.0,Savana
Burundi,2022,10,21.403158602150537,59.74148745519713,0.06518817204301075,6.222647849462366,60.65056197920607,1.6203656268579125,1.2553441128653673,5.270061660645188,0.42,40904248.0535446,21341346.810545,10670673.4052725,0.0,0.0,0.0,21341346.810545,0.0,Savana
Burundi,2022,11,18.748472222222222,83.32430555555555,0.29580092592592594,4.799722222222222,61.93321125959456,1.6313380520029943,1.2688924804970036,5.270061660645188,0.42,39584756.18084962,20652916.268269353,10326458.134134676,0.0,0.0,0.0,20652916.268269353,0.0,Savana
Burundi,2022,12,18.325694444444444,86.27598566308244,0.24289874551971324,4.59603494623656,61.895308005205415,1.6303618832632052,1.2702498386370347,5.270061660645188,0.42,40904248.0535446,21341346.810545,10670673.4052725,0.0,0.0,0.0,21341346.810545,0.0,Savana
Burundi,2023,1,18.727240143369173,80.55913978494624,0.14258512544802868,5.214986559139785,61.28718416059541,1.6250391584674042,1.264151317366529,5.270061660645188,0.42,40904248.0535446,21341346.810545,10670673.4052725,0.0,0.0,0.0,21341346.810545,0.0,Savana
Burundi,2023,2,19.891046626984128,75.23859126984127,0.12019345238095239,5.376612103174603,61.97504120259467,1.6294761111797513,1.2753192851429094,5.270061660645188,0.42,36945772.43545964,19276055.183718063,9638027.591859031,0.0,0.0,0.0,19276055.183718063,0.0,Savana
Burundi,2023,3,18.226030465949822,85.93055555555556,0.7289740143369176,4.577105734767025,61.58123831699844,1.6279703641285015,1.266136490081236,5.270061660645188,0.42,40904248.0535446,21341346.810545,10670673.4052725,0.0,0.0,0.0,21341346.810545,0.0,Savana
Burundi,2023,4,18.615671296296295,87.6761574074074,0.40608796296296296,4.852638888888889,62.70915741195561,1.635334712100278,1.2842097801078438,5.270061660645188,0.42,39584756.18084962,20652916.268269353,10326458.134134676,0.0,0.0,0.0,20652916.268269353,0.0,Savana
Burundi,2023,5,19.213216845878136,82.30286738351255,0.20504032258064514,5.490165770609319,62.51189238857264,1.6339001814157315,1.2814440420399944,5.270061660645188,0.42,40904248.0535446,21341346.810545,10670673.4052725,0.0,0.0,0.0,21341346.810545,0.0,Savana
Burundi,2023,6,20.067175925925927,65.52824074074074,0.019537037037037037,6.437245370370371,60.09788258588268,1.6154416274991694,1.2500350035931038,5.270061660645188,0.42,39584756.18084962,20652916.268269353,10326458.134134676,0.0,0.0,0.0,20652916.268269353,0.0,Savana
Burundi,2023,7,20.849462365591396,47.08624551971326,0.00114247311827957,7.4453853046594975,56.69519162958201,1.5844716728043498,1.2191123913933177,5.270061660645188,0.42,40904248.0535446,21341346.810545,10670673.4052725,0.0,0.0,0.0,21341346.810545,0.0,Savana
Burundi,2023,8,22.05902777777778,44.091319444444444,0.002673611111111111,7.327395833333334,57.813609438829914,1.5966449330018682,1.223900375917904,5.270061660645188,0.42,26389837.453899745,13768610.845512902,6884305.422756451,0.0,0.0,0.0,13768610.845512902,0.0,Savana
Cameroon,2022,8,21.581200396825395,87.16517857142857,0.45646825396825397,6.033878968253968,67.77873652444467,1.6665382039435694,1.3705559575792863,4.07009466214724,0.525,279502800.16391194,174172927.1957383,105329872.96817373,0.0,81923234.53080174,0.0,174172927.1957383,0.0,Desert
Cameroon,2022,9,21.70599206349206,88.91130952380952,0.35616468253968253,5.391071428571428,68.40888900936686,1.6696924258911865,1.3832419691239362,4.07009466214724,0.525,698757000.4097799,435432317.98934567,263324682.42043433,0.0,204808086.32700437,0.0,435432317.98934567,0.0,Desert
Cameroon,2022,10,22.961155913978494,80.02899385560676,0.30325076804915513,4.864823348694316,68.01238953994677,1.667184721061307,1.3766699758744039,4.07009466214724,0.525,722048900.4234391,449946728.5889905,272102171.8344488,0.0,211635022.5379045,0.0,449946728.5889905,0.0,Desert
Cameroon,2022,11,24.23140873015873,60.69464285714286,0.06876984126984127,6.0361706349206345,64.57796170391074,1.6443690388662993,1.3226945625979283,4.07009466214724,0.525,698757000.4097799,435432317.98934567,263324682.42043433,0.0,204808086.32700437,0.0,435432317.98934567,0.0,Desert
Cameroon,2022,12,24.406144393241167,49.05222734254993,0.03509984639016897,6.718759600614439,61.79832596451125,1.6207617218055843,1.2928725577588873,4.07009466214724,0.525,722048900.4234391,449946728.5889905,272102171.8344488,0.0,211635022.5379045,0.0,449946728.5889905,0.0,Desert
Cameroon,2023,1,25.206989247311828,45.03801843317972,0.03108678955453149,7.3052419354838705,61.67130037156304,1.619919299058188,1.2908723509960645,4.07009466214724,0.525,722048900.4234391,449946728.5889905,272102171.8344488,0.0,211635022.5379045,0.0,449946728.5889905,0.0,Desert
Cameroon,2023,2,26.669302721088435,42.58673469387755,0.015625,8.161926020408163,62.52618163438175,1.6254641541672663,1.3046697912255916,4.07009466214724,0.525,652173200.3824612,406403496.790056,245769703.59240538,0.0,191154213.9052041,0.0,406403496.790056,0.0,Desert
Cameroon,2023,3,26.674827188940093,56.39823348694316,0.2866013824884792,6.673790322580645,66.0456341750488,1.6527698923828693,1.3493982696564324,4.07009466214724,0.525,722048900.4234391,449946728.5889905,272102171.8344488,0.0,211635022.5379045,0.0,449946728.5889905,0.0,Desert
Cameroon,2023,4,26.35492063492063,64.7531746031746,0.37745039682539683,6.263710317460317,68.29940062091237,1.6683627117660644,1.3831453303965233,4.07009466214724,0.525,698757000.4097799,435432317.98934567,263324682.42043433,0.0,204808086.32700437,0.0,435432317.98934567,0.0,Desert
Cameroon,2023,5,25.89773425499232,72.36002304147465,0.3113095238095238,5.801267281105991,70.31312445776972,1.678875432830078,1.4225173398477295,4.07009466214724,0.525,722048900.4234391,449946728.5889905,272102171.8344488,0.0,211635022.5379045,0.0,449946728.5889905,0.0,Desert
Cameroon,2023,6,23.319146825396825,83.57956349206349,0.6239980158730158,5.7160714285714285,69.59619272371148,1.6758297657846386,1.406620475846862,4.07009466214724,0.525,698757000.4097799,435432317.98934567,263324682.42043433,0.0,204808086.32700437,0.0,435432317.98934567,0.0,Desert
Cameroon,2023,7,23.442588325652842,82.51900921658986,0.37094854070660527,5.661655145929339,69.57253437706082,1.6757668714009222,1.4059944815401506,4.07009466214724,0.525,722048900.4234391,449946728.5889905,272102171.8344488,0.0,211635022.5379045,0.0,449946728.5889905,0.0,Desert
Cameroon,2023,8,22.38636904761905,87.47172619047619,0.5621279761904762,5.482291666666667,69.20165941992632,1.6742118797033345,1.3977154682073842,4.07009466214724,0.525,465838000.27318656,290288211.9928971,175549788.28028953,0.0,136538724.21800292,0.0,290288211.9928971,0.0,Desert
Cape Verde,2022,8,25.927430555555556,79.69907407407408,0.1457349537037037,15.533159722222221,73.70957500992866,1.6948985938898,1.4935296858936544,0.542,0.3972,14801256.658926375,2409506.897964759,12391749.760961613,0.0,0.0,0.0,2409506.897964759,0.0,Steppe
Cape Verde,2022,9,26.487291666666668,79.31481481481481,0.0899537037037037,18.30037037037037,74.57953378372436,1.6971536272288799,1.516704170431356,0.542,0.3972,37003141.647315934,6023767.244911897,30979374.402404033,0.0,0.0,0.0,6023767.244911897,0.0,Steppe
Cape Verde,2022,10,25.833803763440862,77.2296146953405,0.011200716845878136,19.744489247311826,72.92112748109332,1.6920303779311856,1.474749482697538,0.542,0.3972,38236579.70222647,6224559.48640896,32012020.2158175,0.0,0.0,0.0,6224559.48640896,0.0,Steppe
Cape Verde,2022,11,25.305092592592594,71.25740740740741,0.0,22.71101851851852,70.4892340490987,1.6828691865493746,1.41767149066832,0.542,0.3972,37003141.647315934,6023767.244911897,30979374.402404033,0.0,0.0,0.0,6023767.244911897,0.0,Steppe
Cape Verde,2022,12,23.641644265232976,70.56922043010752,0.0008288530465949822,21.12972670250896,67.5329917912232,1.6675297686049424,1.35961872518933,0.542,0.3972,38236579.70222647,6224559.48640896,32012020.2158175,0.0,0.0,0.0,6224559.48640896,0.0,Steppe
Cape Verde,2023,1,22.449507168458783,70.80958781362007,2.2401433691756272e-05,25.151836917562726,65.59242990147885,1.6573265973826163,1.3218723577325868,0.542,0.3972,38236579.70222647,6224559.48640896,32012020.2158175,0.0,0.0,0.0,6224559.48640896,0.0,Steppe
Cape Verde,2023,2,20.771329365079364,73.79414682539682,0.021875000000000002,28.08363095238095,63.45338673021856,1.6439976943698191,1.2858791732294328,0.542,0.3972,34536265.537494875,5622182.76191777,28914082.775577098,0.0,0.0,0.0,5622182.76191777,0.0,Steppe
Cape Verde,2023,3,22.502956989247313,73.97558243727599,0.00017921146953405018,21.48019713261649,66.38446718903825,1.6620364197670914,1.3358079315188964,0.542,0.3972,38236579.70222647,6224559.48640896,32012020.2158175,0.0,0.0,0.0,6224559.48640896,0.0,Steppe
Cape Verde,2023,4,22.794837962962962,75.06851851851852,0.001412037037037037,23.18664351851852,67.16188578482605,1.6663315286320426,1.350370067351522,0.542,0.3972,37003141.647315934,6023767.244911897,30979374.402404033,0.0,0.0,0.0,6023767.244911897,0.0,Steppe
Cape Verde,2023,5,23.25127688172043,78.68705197132617,0.004950716845878137,24.110103046594983,68.82663815721534,1.6752492775244738,1.3823074179316526,0.542,0.3972,38236579.70222647,6224559.48640896,32012020.2158175,0.0,0.0,0.0,6224559.48640896,0.0,Steppe
Cape Verde,2023,6,24.47284722222222,80.64722222222223,4.62962962962963e-05,18.96884259259259,71.40850365153905,1.6864118361156304,1.4390324994043007,0.542,0.3972,37003141.647315934,6023767.244911897,30979374.402404033,0.0,0.0,0.0,6023767.244911897,0.0,Steppe
Cape Verde,2023,7,25.603539426523298,78.66756272401433,0.014829749103942653,17.794937275985664,72.88223003817389,1.6915680749010054,1.4746879227670555,0.542,0.3972,38236579.70222647,6224559.48640896,32012020.2158175,0.0,0.0,0.0,6224559.48640896,0.0,Steppe
Cape Verde,2023,8,25.962847222222223,78.309375,0.12421875,14.12079861111111,73.42012051248668,1.6933530973923019,1.4879630355100808,0.542,0.3972,24668761.098210625,4015844.8299412644,20652916.268269356,0.0,0.0,0.0,4015844.8299412644,0.0,Steppe
Central African Republic,2022,8,23.07906746031746,89.89037698412699,0.30480654761904763,4.490079365079365,71.1016672706008,1.6844318462558618,1.4340528223868518,5.3374281,0.3972,5163229.067067338,5163229.067067338,0.0,0.0,0.0,0.0,5163229.067067338,0.0,Desert
Central African Republic,2022,9,23.259900793650793,90.39285714285714,0.36007936507936505,4.65077380952381,71.54288530010844,1.6861998121821078,1.444123073505316,5.3374281,0.3972,12908072.667668346,12908072.667668346,0.0,0.0,0.0,0.0,12908072.667668346,0.0,Desert
Central African Republic,2022,10,23.999001536098312,87.04512288786482,0.21501536098310292,4.163152841781875,71.96015676292014,1.6877165448508378,1.4540654379549642,5.3374281,0.3972,13338341.756590625,13338341.756590625,0.0,0.0,0.0,0.0,13338341.756590625,0.0,Desert
Central African Republic,2022,11,25.718968253968256,66.38194444444444,0.04839285714285715,4.459305555555556,69.17495398608463,1.6740642503409267,1.3972154707366506,5.3374281,0.3972,12908072.667668346,12908072.667668346,0.0,0.0,0.0,0.0,12908072.667668346,0.0,Desert
Central African Republic,2022,12,27.091513056835637,39.74519969278034,0.0073156682027649775,5.187058371735791,63.00466207066806,1.634660450522859,1.295964799439312,5.3374281,0.3972,13338341.756590625,13338341.756590625,0.0,0.0,0.0,0.0,13338341.756590625,0.0,Desert
Central African Republic,2023,1,28.781259600614437,26.18874807987711,0.0013824884792626728,6.026363287250384,60.76790772218075,1.6200031090240268,1.2602675746252652,5.3374281,0.3972,13338341.756590625,13338341.756590625,0.0,0.0,0.0,0.0,13338341.756590625,0.0,Desert
Central African Republic,2023,2,29.98107993197279,26.490221088435373,0.004972363945578232,6.555676020408163,61.93164476428755,1.627393961863398,1.2794738690450576,5.3374281,0.3972,12047534.48982379,12047534.48982379,0.0,0.0,0.0,0.0,12047534.48982379,0.0,Desert
Central African Republic,2023,3,27.56931643625192,58.058179723502306,0.14657642089093703,6.702592165898618,69.05851389293304,1.6744003579911504,1.3923936708915703,5.3374281,0.3972,13338341.756590625,13338341.756590625,0.0,0.0,0.0,0.0,13338341.756590625,0.0,Desert
Central African Republic,2023,4,27.009186507936505,68.05297619047619,0.21688492063492062,6.912976190476191,71.52066244452794,1.6865444632517408,1.4424465260460593,5.3374281,0.3972,12908072.667668346,12908072.667668346,0.0,0.0,0.0,0.0,12908072.667668346,0.0,Desert
Central African Republic,2023,5,26.824404761904763,72.13268049155145,0.19857910906298004,5.962634408602151,72.48488154917139,1.6903910028647606,1.464499723631495,5.3374281,0.3972,13338341.756590625,13338341.756590625,0.0,0.0,0.0,0.0,13338341.756590625,0.0,Desert
Central African Republic,2023,6,24.560257936507934,83.64821428571429,0.3996626984126984,4.554444444444445,71.97182654263962,1.688414466018561,1.4525761262838806,5.3374281,0.3972,12908072.667668346,12908072.667668346,0.0,0.0,0.0,0.0,12908072.667668346,0.0,Desert
Central African Republic,2023,7,24.91534178187404,83.50825652841782,0.1719220430107527,4.103494623655914,72.63056890101753,1.689910525071764,1.4706942858872196,5.3374281,0.3972,13338341.756590625,13338341.756590625,0.0,0.0,0.0,0.0,13338341.756590625,0.0,Desert
Central African Republic,2023,8,24.104017857142857,87.70535714285714,0.31720238095238096,4.010357142857143,72.30159389049527,1.6891913960744138,1.4615706065547194,5.3374281,0.39720000000000005,8605381.778445564,8605381.778445564,0.0,0.0,0.0,0.0,8605381.778445564,0.0,Desert
Chad,2022,8,26.166950757575755,74.22695707070707,0.2874431818181818,9.127651515151516,71.79974332393515,1.6877595685975817,1.44855513937698,0.001000005377428,0.3972,12047534.489823796,688430.5422756453,11359103.94754815,0.0,0.0,0.0,688430.5422756453,0.0,Savana
Chad,2022,9,27.10747474747475,68.5074494949495,0.166239898989899,9.681010101010102,70.98433226878659,1.681901597090415,1.436929207532049,0.001000005377428,0.3972,30118836.22455949,1721076.3556891133,28397759.86887037,0.0,0.0,0.0,1721076.3556891133,0.0,Savana
Chad,2022,10,28.232380254154446,48.24584555229716,0.027749266862170087,12.25103861192571,66.89872388013413,1.6567739794339533,1.3672896870736173,0.001000005377428,0.3972,31122797.432044804,1778445.567545417,29344351.864499383,0.0,0.0,0.0,1778445.567545417,0.0,Savana
Chad,2022,11,27.20102272727273,22.74482323232323,2.5252525252525253e-05,13.220909090909092,57.70741914601613,1.5922488885388255,1.232182091417243,0.001000005377428,0.3972,30118836.22455949,1721076.3556891133,28397759.86887037,0.0,0.0,0.0,1721076.3556891133,0.0,Savana
Chad,2022,12,25.174767839687192,19.55046432062561,0.0,14.951820625610948,53.79376118434598,1.5557858406694176,1.1988874441381268,0.001000005377428,0.3972,31122797.432044804,1778445.567545417,29344351.864499383,0.0,0.0,0.0,1778445.567545417,0.0,Savana
Chad,2023,1,25.760215053763442,17.28958944281525,0.0,14.4133431085044,53.408347196540205,1.5509810902818022,1.1988815276188463,0.001000005377428,0.3972,31122797.432044804,1778445.567545417,29344351.864499383,0.0,0.0,0.0,1778445.567545417,0.0,Savana
Chad,2023,2,27.43916396103896,13.427624458874458,0.0,16.793276515151515,53.55669000011653,1.552532161992264,1.199687917079206,0.001000005377428,0.39719999999999994,28110913.809588857,1606337.9319765058,26504575.877612345,0.0,0.0,0.0,1606337.9319765058,0.0,Savana
Chad,2023,3,31.706720430107527,16.354594330400783,0.004704301075268817,14.286033724340175,59.50831300978324,1.6063125741525093,1.2548230480748774,0.001000005377428,0.3972,31122797.432044804,1778445.567545417,29344351.864499383,0.0,0.0,0.0,1778445.567545417,0.0,Savana
Chad,2023,4,33.36131313131313,22.59027777777778,0.002992424242424242,13.43070707070707,64.35869724171778,1.6412133869401466,1.3238295305465686,0.001000005377428,0.3972,30118836.22455949,1721076.3556891133,28397759.86887037,0.0,0.0,0.0,1721076.3556891133,0.0,Savana
Chad,2023,5,33.895014662756594,30.020772238514173,0.017216520039100684,11.504508797653958,68.34230077925618,1.6673537711098267,1.3873082624652586,0.001000005377428,0.3972,31122797.432044804,1778445.567545417,29344351.864499383,0.0,0.0,0.0,1778445.567545417,0.0,Savana
Chad,2023,6,30.326565656565656,50.8375,0.18774621212121212,10.80655303030303,70.93442154391002,1.6828184627613398,1.4327787806675893,0.001000005377428,0.3972,30118836.22455949,1721076.3556891133,28397759.86887037,0.0,0.0,0.0,1721076.3556891133,0.0,Savana
Chad,2023,7,29.928629032258065,52.4005376344086,0.09123655913978494,10.567289833822091,70.63984658291042,1.6799956836766614,1.430483754602954,0.001000005377428,0.3972,31122797.432044804,1778445.567545417,29344351.864499383,0.0,0.0,0.0,1778445.567545417,0.0,Savana
Chad,2023,8,27.576155303030305,68.6719696969697,0.3671969696969697,9.961704545454547,72.46347047688053,1.6895970760501957,1.4659203109629715,0.001000005377428,0.3972,20079224.149706326,1147384.2371260754,18931839.912580248,0.0,0.0,0.0,1147384.2371260754,0.0,Savana
Egypt,2022,8,31.522187499999998,46.651041666666664,0.00024305555555555558,15.134166666666667,71.6020936724179,1.6850098202271018,1.4493225604931954,1.4704840630102787,0.3972,7459489140.827754,832656740.8823931,6626832399.945361,421444162.85753304,20856300432.399944,14637024944.133314,832656740.8823931,0.0,Desert
Egypt,2022,9,29.398958333333333,47.80833333333333,6.944444444444444e-05,15.552888888888889,69.11232779585951,1.6735519159655634,1.3964908677466006,1.4704840630102785,0.3972,18648722852.069386,2081641852.205983,16567080999.863403,1053610407.1438326,52140751080.99986,36592562360.33328,2081641852.205983,0.0,Desert
Egypt,2022,10,25.41709677419355,51.251747311827955,0.005094086021505376,14.49877688172043,64.53440200481998,1.6484944878105632,1.3101067143075267,1.4704840630102785,0.3972,19270346947.138367,2151029913.9461823,17119317033.192184,1088730754.0486271,53878776117.03319,37812314439.01106,2151029913.9461823,0.0,Desert
Egypt,2022,11,21.083069444444444,50.32875,0.002541666666666667,12.725527777777778,57.95634257745139,1.597568699697534,1.2262094679165216,1.4704840630102785,0.3972,18648722852.069386,2081641852.205983,16567080999.863403,1053610407.1438326,52140751080.99986,36592562360.33328,2081641852.205983,0.0,Desert
Egypt,2022,12,18.24795698924731,54.43239247311828,0.005591397849462366,12.943440860215054,54.50941284953663,1.5634613462193625,1.2022582803667,1.4704840630102785,0.3972,19270346947.138367,2151029913.9461823,17119317033.192184,1088730754.0486271,53878776117.03319,37812314439.01106,2151029913.9461823,0.0,Desert
Egypt,2023,1,16.459166666666665,53.36411290322581,0.007244623655913978,12.676370967741935,51.40563306601846,1.5298851667736448,1.1884142039418513,1.4704840630102785,0.3972,19270346947.138367,2151029913.9461823,17119317033.192184,1088730754.0486271,53878776117.03319,37812314439.01106,2151029913.9461823,0.0,Desert
